Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
fdn38,6.615,regular,0.09197185599999999,canned,251.6408,out046,1997,small,tier 1,supermarket type1,6008.1792
fdj48,11.3,lf,0.056434817000000005,baking goods,247.8118,out046,1997,small,tier 1,supermarket type1,2964.1416
fdh57,10.895,low fat,0.035740762999999995,fruits and vegetables,131.9284,out035,2004,small,tier 2,supermarket type1,659.1419999999999
fdi40,11.5,regular,0.125602951,frozen foods,100.8358,out046,1997,small,tier 1,supermarket type1,2111.2518
fdf50,12.857645184135976,low fat,0.11676217300000001,canned,198.9768,out027,1985,medium,tier 3,supermarket type3,4729.8432
fda07,7.55,regular,0.030918873,fruits and vegetables,123.9072,out013,1987,high,tier 3,supermarket type1,1102.5648
fdz60,20.5,low fat,0.119848041,baking goods,109.4596,out018,2009,medium,tier 3,supermarket type2,431.4384
fdw38,5.325,regular,0.139464425,dairy,53.2298,out017,2007,medium,tier 2,supermarket type1,1240.3854
ncf55,6.675,lf,0.021666335,household,33.3874,out046,1997,small,tier 1,supermarket type1,1235.059
fdr37,16.5,regular,0.06624955099999999,breakfast,183.3292,out046,1997,small,tier 1,supermarket type1,2006.7212
fdz33,10.195,low fat,0.10756402400000001,snack foods,149.0076,out049,1999,medium,tier 1,supermarket type1,1182.4608
fdv01,19.2,regular,0.085122855,canned,155.4314,out045,2002,medium,tier 2,supermarket type1,3568.0222
fdi02,15.7,regular,0.11503178300000001,canned,114.1202,out018,2009,medium,tier 3,supermarket type2,787.6414
drh25,18.7,low fat,0.014580886000000001,soft drinks,50.2324,out013,1987,high,tier 3,supermarket type1,623.1888
ncy29,13.65,low fat,0.077548732,health and hygiene,55.093,out018,2009,medium,tier 3,supermarket type2,452.744
fdr04,12.857645184135976,low fat,0.022457694,frozen foods,98.6068,out027,1985,medium,tier 3,supermarket type3,2430.17
fdr44,6.11,reg,0.103129612,fruits and vegetables,129.5968,out045,2002,medium,tier 2,supermarket type1,2348.9424
fdj41,6.85,low fat,0.023012717999999998,frozen foods,262.0594,out017,2007,medium,tier 2,supermarket type1,1569.9564
fdl43,12.857645184135976,low fat,0.026933321,meat,78.467,out027,1985,medium,tier 3,supermarket type3,3292.381
fdb21,7.475,low fat,0.14936069800000001,fruits and vegetables,243.4854,out017,2007,medium,tier 2,supermarket type1,1691.7978
ncu42,9.0,low fat,0.019586115,household,170.2474,out018,2009,medium,tier 3,supermarket type2,4211.185
fdy21,15.1,low fat,0.0,snack foods,195.21099999999998,out013,1987,high,tier 3,supermarket type1,3142.5759999999996
fdk58,11.35,regular,0.0,snack foods,101.5016,out046,1997,small,tier 1,supermarket type1,202.4032
drd13,15.0,low fat,0.049155769,soft drinks,65.2168,out049,1999,medium,tier 1,supermarket type1,958.752
fdu35,6.44,low fat,0.0,breads,98.27,out046,1997,small,tier 1,supermarket type1,2396.88
fdx23,6.445,low fat,0.049697923,baking goods,95.0436,out010,1998,medium,tier 3,grocery store,94.5436
fdq39,14.8,low fat,0.08120649099999999,meat,189.2846,out045,2002,medium,tier 2,supermarket type1,1719.7614
fdr31,12.857645184135976,regular,0.048924811,fruits and vegetables,147.4102,out027,1985,medium,tier 3,supermarket type3,3207.8244
fds28,8.18,regular,0.082386011,frozen foods,56.6588,out035,2004,small,tier 2,supermarket type1,687.1056
drn36,15.2,low fat,0.050279604000000006,soft drinks,94.1752,out045,2002,medium,tier 2,supermarket type1,2109.2544
fdx60,12.857645184135976,lf,0.080203852,baking goods,77.99600000000001,out027,1985,medium,tier 3,supermarket type3,2716.4640000000004
ncb54,8.76,low fat,0.050335829000000006,health and hygiene,126.2336,out017,2007,medium,tier 2,supermarket type1,1406.1696
fdc15,18.1,low fat,0.178694026,dairy,158.9288,out018,2009,medium,tier 3,supermarket type2,1571.2879999999998
ncp17,12.857645184135976,low fat,0.027580162999999998,health and hygiene,62.2168,out027,1985,medium,tier 3,supermarket type3,1661.8368
fdy39,5.305,regular,0.04710181,meat,181.8608,out049,1999,medium,tier 1,supermarket type1,4594.02
fdh33,12.85,lf,0.121914662,snack foods,43.5428,out049,1999,medium,tier 1,supermarket type1,615.1992
fdg09,12.857645184135976,regular,0.04770415099999999,fruits and vegetables,187.2556,out027,1985,medium,tier 3,supermarket type3,4506.1344
fdo10,12.857645184135976,regular,0.01268995,snack foods,56.4588,out027,1985,medium,tier 3,supermarket type3,973.3996
fdd39,12.857645184135976,low fat,0.06981517,dairy,214.385,out027,1985,medium,tier 3,supermarket type3,4327.7
fdj09,15.0,low fat,0.058513255,snack foods,46.9744,out045,2002,medium,tier 2,supermarket type1,679.1160000000001
drq35,9.3,low fat,0.042357202999999996,hard drinks,123.2388,out049,1999,medium,tier 1,supermarket type1,1857.582
fdv38,19.25,low fat,0.101932076,dairy,54.5956,out049,1999,medium,tier 1,supermarket type1,764.3384
fdj60,19.35,regular,0.062476391,baking goods,164.5184,out013,1987,high,tier 3,supermarket type1,1651.184
fdj15,11.35,regular,0.023454399,dairy,181.9608,out017,2007,medium,tier 2,supermarket type1,1653.8472
fdr08,18.7,low fat,0.037681448,fruits and vegetables,111.0886,out049,1999,medium,tier 1,supermarket type1,222.3772
fdz55,6.055,low fat,0.025408702000000002,fruits and vegetables,160.892,out046,1997,small,tier 1,supermarket type1,2396.88
fdl10,8.395,low fat,0.039572298,snack foods,100.9042,out045,2002,medium,tier 2,supermarket type1,1686.4714
fdj34,12.857645184135976,regular,0.093202196,snack foods,125.5704,out027,1985,medium,tier 3,supermarket type3,1001.3632
fdw60,12.857645184135976,regular,0.016979326,baking goods,177.037,out027,1985,medium,tier 3,supermarket type3,3352.303
fdk08,9.195,regular,0.122304725,fruits and vegetables,99.2016,out046,1997,small,tier 1,supermarket type1,809.6128
nce42,21.1,low fat,0.010600287,household,233.9958,out035,2004,small,tier 2,supermarket type1,1869.5664
fdr39,20.35,low fat,0.084273286,meat,181.7292,out017,2007,medium,tier 2,supermarket type1,4013.4424
ncn17,11.0,low fat,0.055162827000000005,health and hygiene,100.3358,out018,2009,medium,tier 3,supermarket type2,904.8222
ncr05,10.1,low fat,0.054741627,health and hygiene,200.2084,out045,2002,medium,tier 2,supermarket type1,3174.5344
fdv48,12.857645184135976,regular,0.051366901,baking goods,77.0644,out027,1985,medium,tier 3,supermarket type3,3221.1404
drf27,8.93,low fat,0.028533032000000003,dairy,151.434,out018,2009,medium,tier 3,supermarket type2,1225.072
ncf07,9.0,low fat,0.032072321,household,102.2016,out049,1999,medium,tier 1,supermarket type1,1416.8224
fdf40,20.25,regular,0.022507877000000003,dairy,248.1092,out035,2004,small,tier 2,supermarket type1,4731.1748
fdo28,5.765,low fat,0.072410764,frozen foods,122.5098,out049,1999,medium,tier 1,supermarket type1,1084.5882
fdb23,19.2,regular,0.005611367,starchy foods,226.2062,out018,2009,medium,tier 3,supermarket type2,1579.9434
fdv48,9.195,regular,0.051697108,baking goods,79.2644,out049,1999,medium,tier 1,supermarket type1,864.2084
fdm45,8.655,regular,0.08819473,snack foods,119.6756,out046,1997,small,tier 1,supermarket type1,2423.512
fdc16,11.5,regular,0.020611526,dairy,84.954,out045,2002,medium,tier 2,supermarket type1,865.54
dre25,12.857645184135976,low fat,0.07292831599999999,soft drinks,94.412,out027,1985,medium,tier 3,supermarket type3,1304.968
fdy35,17.6,regular,0.0160526,breads,43.9402,out049,1999,medium,tier 1,supermarket type1,1286.3256
fdr22,19.35,regular,0.018600249,snack foods,110.2544,out045,2002,medium,tier 2,supermarket type1,2908.2144
fdz10,17.85,low fat,0.04453262,snack foods,127.20200000000001,out049,1999,medium,tier 1,supermarket type1,2656.542
fdy15,12.857645184135976,regular,0.29909785899999997,dairy,157.863,out019,1985,small,tier 1,grocery store,469.389
dra24,19.35,regular,0.039895009,soft drinks,162.4868,out013,1987,high,tier 3,supermarket type1,4422.2436
fdv37,13.0,regular,0.083683243,canned,198.5426,out045,2002,medium,tier 2,supermarket type1,1186.4556
fdo10,13.65,regular,0.012749288999999999,snack foods,58.8588,out035,2004,small,tier 2,supermarket type1,973.3996
fdr59,12.857645184135976,regular,0.063554289,breads,263.6594,out027,1985,medium,tier 3,supermarket type3,3401.5722
fdr34,17.0,regular,0.016030344,snack foods,228.0352,out018,2009,medium,tier 3,supermarket type2,2748.4224
fdg16,15.25,low fat,0.090324849,frozen foods,214.4192,out017,2007,medium,tier 2,supermarket type1,4961.5416
fdo03,12.857645184135976,regular,0.03670437,meat,228.1352,out027,1985,medium,tier 3,supermarket type3,9390.4432
fdc09,15.5,regular,0.026342897,fruits and vegetables,104.1332,out049,1999,medium,tier 1,supermarket type1,1230.3984
fdj52,7.145,low fat,0.017783501,frozen foods,159.4578,out035,2004,small,tier 2,supermarket type1,3209.156
fdl33,7.235,low fat,0.167316771,snack foods,197.5452,out010,1998,medium,tier 3,grocery store,195.7452
fdj53,10.5,low fat,0.071660976,frozen foods,119.7098,out017,2007,medium,tier 2,supermarket type1,2410.196
fdx08,12.857645184135976,low fat,0.039576776,fruits and vegetables,179.9318,out019,1985,small,tier 1,grocery store,360.8636
fdk32,16.25,regular,0.049074897,fruits and vegetables,154.2682,out045,2002,medium,tier 2,supermarket type1,3354.3004
fdm20,10.0,low fat,0.038904624,fruits and vegetables,245.4144,out017,2007,medium,tier 2,supermarket type1,6615.3888
ncj42,19.75,low fat,0.01438222,household,102.2332,out017,2007,medium,tier 2,supermarket type1,3075.9959999999996
fdi50,8.42,regular,0.030968306,canned,227.8352,out018,2009,medium,tier 3,supermarket type2,3435.528
fdz15,13.1,low fat,0.0,dairy,117.8782,out035,2004,small,tier 2,supermarket type1,2741.0986
nck18,9.6,low fat,0.0,household,164.2184,out045,2002,medium,tier 2,supermarket type1,1981.4208
fdw33,9.395,low fat,0.099681254,snack foods,106.428,out017,2007,medium,tier 2,supermarket type1,1917.504
nct05,10.895,lf,0.021037197,health and hygiene,255.9672,out018,2009,medium,tier 3,supermarket type2,4857.6768
fdz16,12.857645184135976,regular,0.279886948,frozen foods,193.1478,out019,1985,small,tier 1,grocery store,387.4956
ncv17,18.85,low fat,0.016107549,health and hygiene,129.7626,out046,1997,small,tier 1,supermarket type1,3016.7398
fde34,9.195,low fat,0.10833090199999999,snack foods,183.6634,out018,2009,medium,tier 3,supermarket type2,2726.4509999999996
fdh44,19.1,regular,0.025924622999999997,fruits and vegetables,148.0418,out045,2002,medium,tier 2,supermarket type1,3825.6868
nck06,5.03,low fat,0.008664064,household,119.3756,out045,2002,medium,tier 2,supermarket type1,605.878
fds46,17.6,regular,0.047330801,snack foods,120.8782,out049,1999,medium,tier 1,supermarket type1,2621.9204
nco42,21.25,low fat,0.024756031,household,146.7102,out018,2009,medium,tier 3,supermarket type2,1603.9122
fdl13,13.85,regular,0.056406129000000006,breakfast,231.43,out049,1999,medium,tier 1,supermarket type1,3029.39
fdk14,6.98,low fat,0.0413383,canned,83.3934,out017,2007,medium,tier 2,supermarket type1,491.3604
fdx13,7.725,low fat,0.047879864,canned,250.2092,out045,2002,medium,tier 2,supermarket type1,3984.1472
dri47,14.7,low fat,0.021005398999999998,hard drinks,144.5128,out018,2009,medium,tier 3,supermarket type2,2588.6304
fdg22,17.6,regular,0.041615224,snack foods,37.219,out017,2007,medium,tier 2,supermarket type1,366.19
fda13,15.85,low fat,0.07867708,canned,37.8506,out049,1999,medium,tier 1,supermarket type1,341.5554
fde46,18.6,low fat,0.015769693,snack foods,152.1366,out046,1997,small,tier 1,supermarket type1,1813.6392
fdx25,16.7,low fat,0.10263304699999999,canned,180.8292,out017,2007,medium,tier 2,supermarket type1,3466.1548
fdc58,10.195,low fat,0.04217956,snack foods,44.2428,out017,2007,medium,tier 2,supermarket type1,703.0848
nca42,6.965,low fat,0.028710065,household,158.1604,out017,2007,medium,tier 2,supermarket type1,2693.8268
fdv01,19.2,regular,0.08508264800000001,canned,153.5314,out049,1999,medium,tier 1,supermarket type1,2171.8396
fdu24,6.78,reg,0.14016303800000002,baking goods,94.212,out046,1997,small,tier 1,supermarket type1,1025.3319999999999
fdo51,6.785,regular,0.042153502,meat,44.0112,out018,2009,medium,tier 3,supermarket type2,340.8896
ncn14,19.1,low fat,0.15385153,others,185.1608,out010,1998,medium,tier 3,grocery store,551.2824
fdt37,12.857645184135976,low fat,0.061753511,canned,253.3014,out019,1985,small,tier 1,grocery store,510.0028
fdy09,15.6,low fat,0.042179884,snack foods,174.7054,out010,1998,medium,tier 3,grocery store,175.1054
ncg06,16.35,low fat,0.029420857,household,256.9646,out013,1987,high,tier 3,supermarket type1,4637.9628
fdg40,13.65,low fat,0.066657791,frozen foods,32.6558,out010,1998,medium,tier 3,grocery store,67.9116
fdq47,7.155,regular,0.16815457399999997,breads,33.7874,out035,2004,small,tier 2,supermarket type1,882.185
drh59,10.8,lf,0.097805615,hard drinks,73.938,out010,1998,medium,tier 3,grocery store,73.238
fdh48,13.5,low fat,0.06082246,baking goods,85.154,out017,2007,medium,tier 2,supermarket type1,605.878
fde34,9.195,low fat,0.107870997,snack foods,181.2634,out035,2004,small,tier 2,supermarket type1,2362.9242
ncm05,6.825,low fat,0.059940022,health and hygiene,262.4226,out049,1999,medium,tier 1,supermarket type1,3964.8390000000004
fdu55,16.2,low fat,0.035967107000000005,fruits and vegetables,260.3278,out049,1999,medium,tier 1,supermarket type1,7549.5062
fds60,20.85,low fat,0.032442387999999996,baking goods,178.36599999999999,out035,2004,small,tier 2,supermarket type1,4673.916
fdz32,7.785,regular,0.0,fruits and vegetables,106.4964,out013,1987,high,tier 3,supermarket type1,1577.9460000000001
fdp12,9.8,regular,0.045358609,baking goods,36.1874,out045,2002,medium,tier 2,supermarket type1,423.4488
ncl31,12.857645184135976,low fat,0.119698523,others,143.047,out027,1985,medium,tier 3,supermarket type3,3578.675
fdr32,12.857645184135976,regular,0.150238656,fruits and vegetables,229.3694,out019,1985,small,tier 1,grocery store,228.3694
fdl08,12.857645184135976,low fat,0.049478259000000004,fruits and vegetables,245.4144,out027,1985,medium,tier 3,supermarket type3,3675.216
fdy34,10.5,regular,0.010998932,snack foods,164.3842,out049,1999,medium,tier 1,supermarket type1,1823.6262
drg23,8.88,low fat,0.0,hard drinks,154.0682,out018,2009,medium,tier 3,supermarket type2,2896.8958
fdd04,16.0,low fat,0.08989642,dairy,143.4154,out013,1987,high,tier 3,supermarket type1,1985.4156
fdx37,16.2,low fat,0.063385859,canned,98.17,out017,2007,medium,tier 2,supermarket type1,2696.49
fdm09,11.15,regular,0.086281593,snack foods,170.579,out018,2009,medium,tier 3,supermarket type2,1358.2320000000002
fda52,16.2,regular,0.128315409,frozen foods,178.137,out013,1987,high,tier 3,supermarket type1,3881.614
ncv41,14.35,low fat,0.017108186,health and hygiene,110.3228,out018,2009,medium,tier 3,supermarket type2,552.614
fdb20,7.72,lf,0.051970838,fruits and vegetables,79.7986,out035,2004,small,tier 2,supermarket type1,2336.958
fdd28,10.695,low fat,0.0,frozen foods,60.5904,out017,2007,medium,tier 2,supermarket type1,410.1328
fdi38,13.35,regular,0.024482432999999998,canned,205.7638,out010,1998,medium,tier 3,grocery store,621.1914
fda28,16.1,regular,0.047792845,frozen foods,126.1362,out035,2004,small,tier 2,supermarket type1,3271.7412
fdb32,12.857645184135976,low fat,0.023339367000000003,fruits and vegetables,94.8778,out027,1985,medium,tier 3,supermarket type3,4036.7454
ncs54,13.6,low fat,0.009991273,household,175.537,out035,2004,small,tier 2,supermarket type1,3705.177
nca17,20.6,low fat,0.045675104,health and hygiene,150.9392,out017,2007,medium,tier 2,supermarket type1,4026.7584
fdr14,11.65,low fat,0.173904193,dairy,52.3298,out013,1987,high,tier 3,supermarket type1,269.649
fds58,9.285,regular,0.021039272999999997,snack foods,160.0578,out049,1999,medium,tier 1,supermarket type1,2567.3248
fdu08,10.3,low fat,0.027426689,fruits and vegetables,97.3042,out018,2009,medium,tier 3,supermarket type2,694.4294
fdi60,7.22,regular,0.06414186599999999,baking goods,61.251000000000005,out010,1998,medium,tier 3,grocery store,126.50200000000001
fdu40,20.85,low fat,0.037556341,frozen foods,195.3478,out018,2009,medium,tier 3,supermarket type2,1937.4779999999998
fdx46,12.857645184135976,regular,0.057835325,snack foods,57.5562,out027,1985,medium,tier 3,supermarket type3,2548.0166
fdg41,8.84,regular,0.076995176,frozen foods,112.0228,out017,2007,medium,tier 2,supermarket type1,1215.7508
fdd14,12.857645184135976,lf,0.297312685,canned,185.4266,out019,1985,small,tier 1,grocery store,368.8532
fdx45,12.857645184135976,low fat,0.104348025,snack foods,156.263,out027,1985,medium,tier 3,supermarket type3,4850.353
ncn30,16.35,low fat,0.016989991,household,98.541,out035,2004,small,tier 2,supermarket type1,772.328
drh13,8.575,low fat,0.023885957000000003,soft drinks,106.62799999999999,out046,1997,small,tier 1,supermarket type1,958.752
ncp30,20.5,low fat,0.032954044,household,39.3822,out017,2007,medium,tier 2,supermarket type1,314.2576
fdt52,9.695,regular,0.047429578,frozen foods,245.8144,out046,1997,small,tier 1,supermarket type1,3430.2016
fds36,8.38,regular,0.047152554000000006,baking goods,110.15700000000001,out017,2007,medium,tier 2,supermarket type1,3185.853
fdb03,17.75,regular,0.157470693,dairy,239.1538,out018,2009,medium,tier 3,supermarket type2,4326.3684
fdo09,13.5,regular,0.125274674,snack foods,262.191,out046,1997,small,tier 1,supermarket type1,2366.919
fdd28,12.857645184135976,low fat,0.053038775,frozen foods,59.5904,out027,1985,medium,tier 3,supermarket type3,1640.5312
fdf08,14.3,regular,0.065339802,fruits and vegetables,89.1856,out045,2002,medium,tier 2,supermarket type1,1845.5976
fdb49,8.3,regular,0.05046718,baking goods,97.6384,out010,1998,medium,tier 3,grocery store,197.0768
fdb08,6.055,low fat,0.0,fruits and vegetables,162.3578,out035,2004,small,tier 2,supermarket type1,1604.578
